id,by,author,time,time_ts,text,parent,deleted,dead,ranking,fake_time,fake_time_two_days,fake_time_2
7084600,,,1390144298,2014-01-19 15:11:38.000000 UTC,,7083823,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4379803,,,1344929212,2012-08-14 07:26:52.000000 UTC,,4379791,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8051927,,,1405664883,2014-07-18 06:28:03.000000 UTC,,8051868,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
477236,,,1234372066,2009-02-11 17:07:46.000000 UTC,,477216,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5827976,,,1370460465,2013-06-05 19:27:45.000000 UTC,,5827948,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3097316,,,1318312189,2011-10-11 05:49:49.000000 UTC,,3097312,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1436527,,,1276713334,2010-06-16 18:35:34.000000 UTC,,1436472,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1930628,,,1290448145,2010-11-22 17:49:05.000000 UTC,,1930161,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
572661,,,1240334307,2009-04-21 17:18:27.000000 UTC,,572612,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4019911,,,1337885621,2012-05-24 18:53:41.000000 UTC,,4019796,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1620405,,,1282313314,2010-08-20 14:08:34.000000 UTC,,1620088,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5182570,,,1360251196,2013-02-07 15:33:16.000000 UTC,,5182301,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8482027,,,1413812189,2014-10-20 13:36:29.000000 UTC,,8482006,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
234877,,,1215058770,2008-07-03 04:19:30.000000 UTC,,216880,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-03 03:11:50.000000 UTC
5025192,,,1357627753,2013-01-08 06:49:13.000000 UTC,,5024232,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9622186,,,1432862414,2015-05-29 01:20:14.000000 UTC,,9621979,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2428330,,,1302390536,2011-04-09 23:08:56.000000 UTC,,2428301,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9115146,,,1424981578,2015-02-26 20:12:58.000000 UTC,,9113461,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
288225,,,1219856866,2008-08-27 17:07:46.000000 UTC,,288221,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-03 03:11:50.000000 UTC
7739438,,,1400002401,2014-05-13 17:33:21.000000 UTC,,7739001,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
10089383,,,1440030171,2015-08-20 00:22:51.000000 UTC,,10089370,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3261383,,,1321889027,2011-11-21 15:23:47.000000 UTC,,3261155,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1533861,,,1279670114,2010-07-20 23:55:14.000000 UTC,,1533769,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4196865,,,1341359442,2012-07-03 23:50:42.000000 UTC,,4195733,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8391618,,,1412114791,2014-09-30 22:06:31.000000 UTC,,8390767,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1864841,,,1288793903,2010-11-03 14:18:23.000000 UTC,,1864395,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9460000,,,1430328511,2015-04-29 17:28:31.000000 UTC,,9453329,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5148698,,,1359683294,2013-02-01 01:48:14.000000 UTC,,5114429,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8693634,,,1417613922,2014-12-03 13:38:42.000000 UTC,,8693564,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6128126,,,1375202186,2013-07-30 16:36:26.000000 UTC,,6126965,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4338704,,,1344094266,2012-08-04 15:31:06.000000 UTC,,4338570,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3551835,,,1328384254,2012-02-04 19:37:34.000000 UTC,,3551821,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8520448,,,1414496892,2014-10-28 11:48:12.000000 UTC,,8520350,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8660999,,,1416973025,2014-11-26 03:37:05.000000 UTC,,8660968,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8551998,,,1415035174,2014-11-03 17:19:34.000000 UTC,,8551946,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
918748,,,1257229392,2009-11-03 06:23:12.000000 UTC,,918102,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
302081,,,1221191525,2008-09-12 03:52:05.000000 UTC,,302079,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-03 03:11:50.000000 UTC
1495065,,,1278529075,2010-07-07 18:57:55.000000 UTC,,1495047,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9499188,,,1430924896,2015-05-06 15:08:16.000000 UTC,,9499132,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1689772,,,1284447513,2010-09-14 06:58:33.000000 UTC,,1689576,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7985143,,,1404415826,2014-07-03 19:30:26.000000 UTC,,7985039,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7072632,,,1389907264,2014-01-16 21:21:04.000000 UTC,,7072570,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3974888,,,1337056114,2012-05-15 04:28:34.000000 UTC,,3974803,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5192453,,,1360415521,2013-02-09 13:12:01.000000 UTC,,5192390,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7829703,,,1401639828,2014-06-01 16:23:48.000000 UTC,,7828887,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5857754,,,1370902425,2013-06-10 22:13:45.000000 UTC,,5857005,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6197502,,,1376277934,2013-08-12 03:25:34.000000 UTC,,6197461,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
627345,,,1243366504,2009-05-26 19:35:04.000000 UTC,,627343,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9423004,,,1429731532,2015-04-22 19:38:52.000000 UTC,,9422917,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9654046,,,1433350787,2015-06-03 16:59:47.000000 UTC,,9654027,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5732767,,,1368969181,2013-05-19 13:13:01.000000 UTC,,5731925,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
10088403,,,1440017486,2015-08-19 20:51:26.000000 UTC,,10088232,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5157866,,,1359849171,2013-02-02 23:52:51.000000 UTC,,5157571,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2211454,,,1297552254,2011-02-12 23:10:54.000000 UTC,,2211436,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1371031,,,1274561341,2010-05-22 20:49:01.000000 UTC,,1370914,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1544604,,,1280013677,2010-07-24 23:21:17.000000 UTC,,1544483,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3150159,,,1319472204,2011-10-24 16:03:24.000000 UTC,,3150117,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
199844,,,1211763666,2008-05-26 01:01:06.000000 UTC,,199838,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-03 03:11:50.000000 UTC
5586186,,,1366574507,2013-04-21 20:01:47.000000 UTC,,5586167,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6308508,,,1377991722,2013-08-31 23:28:42.000000 UTC,,6308493,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4995837,,,1357115931,2013-01-02 08:38:51.000000 UTC,,4995749,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1201796,,,1268931796,2010-03-18 17:03:16.000000 UTC,,1201784,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8473501,,,1413581733,2014-10-17 21:35:33.000000 UTC,,8473128,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8839332,,,1420472562,2015-01-05 15:42:42.000000 UTC,,8838805,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3363337,,,1324094643,2011-12-17 04:04:03.000000 UTC,,3362334,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
917859,,,1257194627,2009-11-02 20:43:47.000000 UTC,,917849,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3113282,,,1318633021,2011-10-14 22:57:01.000000 UTC,,3113235,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7429019,,,1395241166,2014-03-19 14:59:26.000000 UTC,,7422163,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6299894,,,1377829637,2013-08-30 02:27:17.000000 UTC,,6299541,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2807401,,,1311689954,2011-07-26 14:19:14.000000 UTC,,2807370,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
10230565,,,1442444597,2015-09-16 23:03:17.000000 UTC,,10229721,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6073395,,,1374273038,2013-07-19 22:30:38.000000 UTC,,6073345,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9611964,,,1432739935,2015-05-27 15:18:55.000000 UTC,,9611812,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3598285,,,1329394288,2012-02-16 12:11:28.000000 UTC,,3598266,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
422758,,,1231289618,2009-01-07 00:53:38.000000 UTC,,422634,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6098365,,,1374692981,2013-07-24 19:09:41.000000 UTC,,6098172,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1740257,,,1285781561,2010-09-29 17:32:41.000000 UTC,,1738783,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3248303,,,1321549526,2011-11-17 17:05:26.000000 UTC,,3248203,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4919419,,,1355455025,2012-12-14 03:17:05.000000 UTC,,4919044,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5747836,,,1369179445,2013-05-21 23:37:25.000000 UTC,,5745768,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2506370,,,1304346840,2011-05-02 14:34:00.000000 UTC,,2506167,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1502553,,,1278717273,2010-07-09 23:14:33.000000 UTC,,1502529,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8601905,,,1415892040,2014-11-13 15:20:40.000000 UTC,,8601562,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8043136,,,1405530473,2014-07-16 17:07:53.000000 UTC,,8043004,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5295094,,,1362000784,2013-02-27 21:33:04.000000 UTC,,5291629,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
116046,,,1203019868,2008-02-14 20:11:08.000000 UTC,,115718,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-03 03:11:50.000000 UTC
639848,,,1244041571,2009-06-03 15:06:11.000000 UTC,,639842,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9794692,,,1435519390,2015-06-28 19:23:10.000000 UTC,,9794298,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1503064,,,1278737072,2010-07-10 04:44:32.000000 UTC,,1501445,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5773536,,,1369631644,2013-05-27 05:14:04.000000 UTC,,5773521,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7325072,,,1393693979,2014-03-01 17:12:59.000000 UTC,,7325050,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3196437,,,1320421198,2011-11-04 15:39:58.000000 UTC,,3196434,true,true,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
645403,,,1244339618,2009-06-07 01:53:38.000000 UTC,,645382,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8215782,,,1408801231,2014-08-23 13:40:31.000000 UTC,,8214950,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8123882,,,1406949125,2014-08-02 03:12:05.000000 UTC,,8123859,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6764489,,,1384895376,2013-11-19 21:09:36.000000 UTC,,6763120,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9804086,,,1435659118,2015-06-30 10:11:58.000000 UTC,,9804006,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8813685,,,1419923847,2014-12-30 07:17:27.000000 UTC,,8813550,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
666320,,,1245492690,2009-06-20 10:11:30.000000 UTC,,666270,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9954918,,,1438002620,2015-07-27 13:10:20.000000 UTC,,9954789,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3784883,,,1333314099,2012-04-01 21:01:39.000000 UTC,,3783808,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1581281,,,1281108579,2010-08-06 15:29:39.000000 UTC,,1581174,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7995022,,,1404667034,2014-07-06 17:17:14.000000 UTC,,7994938,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9443951,,,1430097226,2015-04-27 01:13:46.000000 UTC,,9443811,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4421275,,,1345706175,2012-08-23 07:16:15.000000 UTC,,4421014,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1801135,,,1287343126,2010-10-17 19:18:46.000000 UTC,,1801011,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2527693,,,1304920017,2011-05-09 05:46:57.000000 UTC,,2527520,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8642155,,,1416589970,2014-11-21 17:12:50.000000 UTC,,8642021,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6903979,,,1386982970,2013-12-14 01:02:50.000000 UTC,,6903967,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1670428,,,1283901441,2010-09-07 23:17:21.000000 UTC,,1670399,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6403596,,,1379480232,2013-09-18 04:57:12.000000 UTC,,6401214,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6888429,,,1386779063,2013-12-11 16:24:23.000000 UTC,,6888375,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
177449,,,1209560259,2008-04-30 12:57:39.000000 UTC,,177410,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-03 03:11:50.000000 UTC
1015211,,,1261768657,2009-12-25 19:17:37.000000 UTC,,1015150,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2290529,,,1299288875,2011-03-05 01:34:35.000000 UTC,,2290511,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3744987,,,1332508962,2012-03-23 13:22:42.000000 UTC,,3743658,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7579342,,,1397339653,2014-04-12 21:54:13.000000 UTC,,7579283,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6876004,,,1386615499,2013-12-09 18:58:19.000000 UTC,,6875127,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5706945,,,1368556293,2013-05-14 18:31:33.000000 UTC,,5706879,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2053910,,,1293751541,2010-12-30 23:25:41.000000 UTC,,2053720,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2554299,,,1305582320,2011-05-16 21:45:20.000000 UTC,,2552422,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7619073,,,1398040666,2014-04-21 00:37:46.000000 UTC,,7619040,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4581947,,,1348768929,2012-09-27 18:02:09.000000 UTC,,4581084,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2519171,,,1304634870,2011-05-05 22:34:30.000000 UTC,,2518661,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
1824384,,,1287868623,2010-10-23 21:17:03.000000 UTC,,1824190,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2881193,,,1313251255,2011-08-13 16:00:55.000000 UTC,,2881185,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
7298970,,,1393349244,2014-02-25 17:27:24.000000 UTC,,7298954,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
2866504,,,1312944153,2011-08-10 02:42:33.000000 UTC,,2865775,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
6398917,,,1379422071,2013-09-17 12:47:51.000000 UTC,,6398887,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
5967657,,,1372633481,2013-06-30 23:04:41.000000 UTC,,5967649,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
4375349,,,1344857854,2012-08-13 11:37:34.000000 UTC,,4375157,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9798050,,,1435586146,2015-06-29 13:55:46.000000 UTC,,9797299,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
9493338,,,1430842991,2015-05-05 16:23:11.000000 UTC,,9492129,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
3457462,,,1326394028,2012-01-12 18:47:08.000000 UTC,,3457130,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
8462449,,,1413415907,2014-10-15 23:31:47.000000 UTC,,8459231,true,,0,2022-11-04 23:24:53.000000 UTC,,2022-11-06 03:19:28.000000 UTC
